Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000123589.7,ENSMUSG00000030386.19,Zfp606,1,0.8411,1,1.0478,1,0.7806,1,1.1290,0.999879524,0.988713471,0.9999,0.9898,
ENSMUST00000123590.7,ENSMUSG00000018171.9,Vmp1,1,1.1417,1,0.7172,1,1.3801,1,0.5933,0.999879524,0.446938752,0.9999,0.5052,
ENSMUST00000123591.1,ENSMUSG00000030759.16,Far1,1,2.5965,1,1.1979,1,1.7126,1,1.8161,0.999879524,0.9999,0.9999,0.9490,
ENSMUST00000123602.1,ENSMUSG00000030868.6,Dctn5,1,0.9158,1,1.2404,1,1.0697,1,1.0619,0.999879524,0.679795852,0.9999,0.9887,
ENSMUST00000123605.8,ENSMUSG00000031730.18,Dhodh,1,1.0620,1,1.2739,1,1.2557,1,1.0774,0.999879524,0.549422751,0.9999,0.9832,
ENSMUST00000123614.7,ENSMUSG00000072946.12,Ptgr2,1,1.0712,1,1.0753,1,1.1796,1,0.9765,0.999879524,0.847325084,0.9999,0.9916,
ENSMUST00000123616.7,ENSMUSG00000025825.12,Iscu,1,1.0314,1,1.1246,1,0.9923,1,1.1689,0.999879524,0.805878222,0.9999,0.9078,
ENSMUST00000123626.7,ENSMUSG00000048175.13,Asb8,1,1.1351,1,0.8274,1,0.8677,1,1.0825,0.999879524,0.861879996,0.9999,0.9898,
ENSMUST00000123636.7,ENSMUSG00000041143.16,Tmco4,1,0.5269,1,1.0254,1,0.4114,1,1.3133,0.999879524,0.9999,0.9999,0.9814,
ENSMUST00000123641.7,ENSMUSG00000006191.17,Cdkal1,1,0.6490,1,1.4494,1,2.2505,1,0.4180,0.999879524,0.9999,0.9999,0.9087,
ENSMUST00000123642.1,ENSMUSG00000036241.3,Ube2r2,1,0.9236,1,0.7058,1,1.8975,1,0.3435,0.999879524,0.602284192,0.8562,0.1068,
ENSMUST00000123665.1,ENSMUSG00000028385.14,Snx30,1,1.7829,1,0.8246,1,0.7251,1,2.0276,0.999879524,0.9999,0.9999,0.9035,
ENSMUST00000123669.7,ENSMUSG00000004815.12,Dgkq,1,1.1027,1,1.7924,1,1.5212,1,1.2992,0.999879524,0.333419708,0.9999,0.9539,
ENSMUST00000123671.7,ENSMUSG00000014444.17,Piezo1,1,0.8466,1,0.7143,1,0.9663,1,0.6258,0.999879524,0.9999,0.9999,0.8993,
ENSMUST00000123680.1,ENSMUSG00000010607.8,Pigyl,1,0.9362,1,0.9978,1,1.0965,1,0.8519,0.999879524,0.997413585,0.9999,0.8357,
ENSMUST00000123682.7,ENSMUSG00000055923.16,Aasdh,1,3.2214,1,1.2498,1,1.2065,1,3.3371,0.999879524,0.9999,0.9999,0.7648,
ENSMUST00000123696.7,ENSMUSG00000028952.12,Zbtb48,1,1.0785,1,1.1918,1,0.4946,1,2.5984,0.999879524,0.9999,0.9999,0.6405,
ENSMUST00000123701.8,ENSMUSG00000018565.17,Elp5,1,0.8816,1,1.3766,1,1.3980,1,0.8681,0.999879524,0.474438064,0.9999,0.9653,
ENSMUST00000123703.1,ENSMUSG00000084960.1,B430010I23Rik,1,1.0790,1,0.8197,1,0.9968,1,0.8873,0.999879524,0.748636822,0.9999,0.9727,
ENSMUST00000123717.7,ENSMUSG00000058594.15,Fbh1,1,0.7950,1,1.1325,1,0.8277,1,1.0878,0.999879524,0.9999,0.9999,0.9930,
ENSMUST00000123719.6,ENSMUSG00000057914.15,Cacnb2,1,0.8778,1,1.0934,1,1.4819,1,0.6477,0.999879524,0.976421535,0.9999,0.9472,
ENSMUST00000123725.1,ENSMUSG00000014418.16,Hps5,1,1.5829,1,1.3605,1,2.0606,1,1.0451,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000123726.1,ENSMUSG00000017421.18,Zfp207,1,1.0833,1,0.9845,1,1.2448,1,0.8568,0.999879524,0.982295908,0.9515,0.8463,
ENSMUST00000123750.7,ENSMUSG00000034006.17,Slc66a2,1,1.3979,1,0.3763,1,0.1652,1,3.1846,0.999879524,0.9999,0.9999,0.9035,
ENSMUST00000123755.7,ENSMUSG00000029104.15,Htt,1,1.9583,1,1.1804,1,0.7239,1,3.1933,0.999879524,0.948800845,0.9999,0.5245,
ENSMUST00000123765.7,ENSMUSG00000028649.21,Macf1,1,1.7293,1,0.8906,1,0.9520,1,1.6177,0.999879524,0.9419173,0.9999,0.8036,
ENSMUST00000123766.7,ENSMUSG00000021608.15,Lpcat1,1,0.4345,1,1.3265,1,0.5678,1,1.0151,0.999879524,0.955941768,0.9999,0.9988,
ENSMUST00000123773.1,ENSMUSG00000024817.13,Uhrf2,1,0.9237,1,1.2271,1,1.0558,1,1.0736,0.999879524,0.806289904,0.9999,0.9898,
ENSMUST00000123774.1,ENSMUSG00000033809.15,Alg3,1,0.4848,1,1.0526,1,1.1038,1,0.4623,0.999879524,0.9999,0.9999,0.9242,
ENSMUST00000123775.7,ENSMUSG00000018593.13,Sparc,1,0.9725,1,1.2382,1,0.9735,1,1.2369,0.999879524,0.9999,0.9999,0.9614,
ENSMUST00000123778.1,ENSMUSG00000005566.14,Trim28,1,0.8738,1,0.8755,1,1.3511,1,0.5663,0.999879524,0.814732902,0.9999,0.1863,
ENSMUST00000123791.7,ENSMUSG00000036529.17,Sbf1,1,1.8127,1,0.7501,1,1.2060,1,1.1274,0.999879524,0.887024127,0.9999,0.9916,
ENSMUST00000123795.7,ENSMUSG00000027479.14,Mapre1,1,1.0347,1,0.9892,1,1.0565,1,0.9688,0.999879524,0.986884408,0.9999,0.9874,
ENSMUST00000123824.1,ENSMUSG00000030609.18,Aen,1,2.0836,1,1.0945,1,1.7987,1,1.2679,0.999879524,0.9999,0.9999,0.9773,
ENSMUST00000123825.7,ENSMUSG00000026201.12,Stk16,1,0.7703,1,0.9062,1,0.6249,1,1.1171,0.999879524,0.9999,0.9999,0.9898,
ENSMUST00000123826.1,ENSMUSG00000056153.15,Socs6,1,0.7802,1,0.8900,1,0.7750,1,0.8960,0.999879524,0.910266249,0.9999,0.9801,
ENSMUST00000123827.8,ENSMUSG00000041025.15,Iffo2,1,0.7539,1,0.8565,1,1.0076,1,0.6408,0.999879524,0.924279249,0.9999,0.8776,
ENSMUST00000123836.1,ENSMUSG00000001134.9,Uxt,1,0.9293,1,0.9256,1,0.6265,1,1.3729,0.999879524,0.9999,0.9999,0.9913,
ENSMUST00000123838.7,ENSMUSG00000032667.17,Pon2,1,1.7301,1,1.1364,1,1.6978,1,1.1580,0.999879524,0.9999,0.9999,0.9887,
ENSMUST00000123839.1,ENSMUSG00000027937.15,Jtb,1,1.3422,1,0.9510,1,1.0372,1,1.2306,0.999879524,0.9999,0.9999,0.9841,
ENSMUST00000123845.7,ENSMUSG00000030759.16,Far1,1,0.7815,1,1.2147,1,0.9791,1,0.9695,0.999879524,0.910561806,0.9999,0.9957,
ENSMUST00000123849.2,ENSMUSG00000022681.15,Ntan1,1,2.1343,1,1.2481,1,1.8138,1,1.4686,0.999879524,0.9999,0.9999,0.9610,
ENSMUST00000123853.8,ENSMUSG00000022016.17,Akap11,1,0.6820,1,1.1913,1,0.9937,1,0.8175,0.999879524,0.821531743,0.9999,0.9386,
ENSMUST00000123874.7,ENSMUSG00000024835.15,Coro1b,1,0.9232,1,1.1222,1,0.7931,1,1.3064,0.999879524,0.9999,0.9999,0.9295,
ENSMUST00000123876.5,ENSMUSG00000045576.16,St7l,1,5.8546,1,0.2202,1,1.0035,1,1.2845,0.999879524,0.9999,0.9999,0.9898,
ENSMUST00000123879.7,ENSMUSG00000021830.14,Txndc16,1,1.9252,1,0.8285,1,1.8426,1,0.8656,0.999879524,0.967798038,0.9999,0.9930,
ENSMUST00000123897.7,ENSMUSG00000027253.15,Lrp4,1,1.0152,1,0.9586,1,0.8083,1,1.2040,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000123913.7,ENSMUSG00000013936.12,Myl2,1,0.3703,1,0.8065,1,1.4280,1,0.2092,0.999879524,0.9999,0.9999,0.3776,
ENSMUST00000123916.7,ENSMUSG00000037270.18,4932438A13Rik,1,0.7443,1,1.3877,1,0.7972,1,1.2957,0.999879524,0.630243126,0.9999,0.9277,
ENSMUST00000123919.2,ENSMUSG00000026657.17,Frmd4a,1,0.7941,1,0.7346,1,2.1468,1,0.2717,0.999879524,0.9999,0.9999,0.3141,
ENSMUST00000123921.7,ENSMUSG00000039737.11,Prkrip1,1,0.9479,1,1.0139,1,1.7292,1,0.5558,0.999879524,0.9999,0.9999,0.8497,
ENSMUST00000123924.7,ENSMUSG00000021661.16,Ankra2,1,0.8322,1,1.0091,1,0.9581,1,0.8765,0.999879524,0.998905376,0.9999,0.9926,
ENSMUST00000123925.7,ENSMUSG00000025485.13,Ric8a,1,1.3230,1,0.9568,1,0.7778,1,1.6273,0.999879524,0.990474966,0.9999,0.9205,
ENSMUST00000123932.7,ENSMUSG00000027639.16,Samhd1,1,4.3592,1,1.5345,1,1.3507,1,4.9524,0.317280056,0.705189889,0.9999,0.0946,
ENSMUST00000123941.7,ENSMUSG00000015942.9,Gtf2ird2,1,1.0665,1,0.9876,1,1.0106,1,1.0423,0.999879524,0.994730343,0.9999,0.9930,
ENSMUST00000123952.8,ENSMUSG00000078490.10,Cfap74,1,1.2458,1,0.9869,1,1.1050,1,1.1126,0.999879524,0.990385017,0.9999,0.9572,
ENSMUST00000123955.1,ENSMUSG00000008200.15,Fnbp4,1,1.3760,1,1.3062,1,1.0201,1,1.7619,0.999879524,0.9999,0.9999,0.8398,
ENSMUST00000123965.7,ENSMUSG00000026027.13,Stradb,1,1.5598,1,0.5367,1,0.6638,1,1.2612,0.999879524,0.9999,0.9999,0.9835,
ENSMUST00000123968.1,ENSMUSG00000028741.13,Mrto4,1,1.5709,1,1.4991,1,1.5448,1,1.5245,0.999879524,0.9999,0.9999,0.9396,
ENSMUST00000123972.1,ENSMUSG00000030265.14,Kras,1,0.7506,1,1.0282,1,1.1721,1,0.6585,0.999879524,0.988227737,0.9999,0.7891,
ENSMUST00000123985.1,ENSMUSG00000028465.16,Tln1,1,1.5199,1,0.8341,1,0.8471,1,1.4966,0.999879524,0.9999,0.9999,0.9374,
ENSMUST00000123989.8,ENSMUSG00000024013.15,Fgd2,1,1.1228,1,1.1334,1,0.8539,1,1.4904,0.999879524,0.818267057,0.9999,0.4480,
ENSMUST00000123990.1,ENSMUSG00000026317.7,Cln8,1,0.9625,1,0.7478,1,1.1296,1,0.6372,0.999879524,0.541434057,0.9999,0.6117,
ENSMUST00000123995.7,ENSMUSG00000059796.16,Eif4a1,1,1.2409,1,1.4321,1,1.3271,1,1.3391,0.999879524,0.336439858,0.9999,0.8361,
ENSMUST00000123999.7,ENSMUSG00000020284.16,Cfap410,1,1.8189,1,0.4396,1,0.3677,1,2.1748,0.999879524,0.9999,0.9999,0.9642,
ENSMUST00000124000.1,ENSMUSG00000038860.15,Garnl3,1,0.9612,1,1.0069,1,1.1341,1,0.8533,0.999879524,0.9999,0.9999,0.9801,
ENSMUST00000124002.1,ENSMUSG00000013787.15,Ehmt2,1,0.8025,1,1.6024,1,1.0619,1,1.2109,0.999879524,0.124203851,0.9999,0.9310,
ENSMUST00000124008.1,ENSMUSG00000034563.16,Ccpg1,1,0.4531,1,3.2961,1,4.7541,1,0.3141,0.999879524,0.9999,0.9999,0.8735,
ENSMUST00000124012.7,ENSMUSG00000040451.18,Sgms1,1,1.1683,1,0.8186,1,1.3813,1,0.6924,0.999879524,0.909009632,0.9999,0.9388,
ENSMUST00000124015.1,ENSMUSG00000087484.1,2900089D17Rik,1,1.0649,1,1.3372,1,1.1561,1,1.2317,0.999879524,0.9999,0.9999,0.9867,
ENSMUST00000124027.2,ENSMUSG00000018501.17,Ncor1,1,1.2114,1,1.3146,1,1.1769,1,1.3531,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000124032.1,ENSMUSG00000025728.16,Pigq,1,1.5361,1,0.4402,1,0.6014,1,1.1243,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000124034.7,ENSMUSG00000011831.16,Evi5,1,1.0832,1,0.7265,1,1.0742,1,0.7326,0.999879524,0.162983366,0.9999,0.6065,
ENSMUST00000124050.2,ENSMUSG00000030064.16,Frmd4b,1,1.1057,1,1.0102,1,1.1353,1,0.9838,0.999879524,0.992850851,0.9999,0.9940,
ENSMUST00000124052.2,ENSMUSG00000021326.13,Trim27,1,1.9215,1,0.8417,1,0.7498,1,2.1571,0.999879524,0.9999,0.9999,0.8522,
ENSMUST00000124054.1,ENSMUSG00000019942.13,Cdk1,1,1.4314,1,0.6453,1,0.6562,1,1.4077,0.999879524,0.9999,0.9999,0.9528,
ENSMUST00000124077.7,ENSMUSG00000008855.17,Hdac5,1,0.7429,1,1.7773,1,1.2844,1,1.0280,0.999879524,0.700819612,0.9999,0.9966,
ENSMUST00000124084.7,ENSMUSG00000041375.18,Ccdc9,1,1.2637,1,0.6676,1,0.4184,1,2.0162,0.999879524,0.9999,0.9999,0.9623,
ENSMUST00000124085.1,ENSMUSG00000039671.18,Zmynd8,1,1.3687,1,1.1053,1,0.8281,1,1.8267,0.999879524,0.945874842,0.9999,0.6008,
ENSMUST00000124101.7,ENSMUSG00000019373.11,Cops3,1,1.2273,1,0.7824,1,0.5555,1,1.7286,0.999879524,0.9999,0.9999,0.8563,
ENSMUST00000124112.1,ENSMUSG00000060216.15,Arrb2,1,0.9174,1,1.1196,1,1.6817,1,0.6108,0.999879524,0.9999,0.9999,0.8383,
ENSMUST00000124115.1,ENSMUSG00000024431.15,Nr3c1,1,0.9157,1,0.8324,1,13.1437,1,0.0580,0.999879524,0.9999,0.1649,0.0269,
ENSMUST00000124129.7,ENSMUSG00000118623.1,,1,2.2766,1,0.9215,1,0.9536,1,2.2001,0.999879524,0.9999,0.9999,0.6187,
ENSMUST00000124131.1,ENSMUSG00000002103.16,Acp2,1,0.9160,1,1.1821,1,0.9930,1,1.0905,0.999879524,0.499298444,0.9999,0.9575,
ENSMUST00000124139.7,ENSMUSG00000039463.14,Slc9a8,1,1.6716,1,1.0436,1,1.2404,1,1.4063,0.999879524,0.985654605,0.9999,0.9225,
ENSMUST00000124142.1,ENSMUSG00000036599.10,Chst12,1,0.7875,1,1.1773,1,1.1051,1,0.8390,0.999879524,0.805878222,0.9999,0.9398,
ENSMUST00000124159.1,ENSMUSG00000072770.9,Acrbp,1,1.5541,1,0.5974,1,2.7239,1,0.3409,0.999879524,0.9999,0.8434,0.4693,
ENSMUST00000124161.1,ENSMUSG00000028914.13,Casp9,1,0.9980,1,0.6549,1,0.5734,1,1.1399,0.999879524,0.9999,0.9999,0.9935,
ENSMUST00000124162.1,ENSMUSG00000040302.17,Rbm48,1,0.9188,1,0.5334,1,0.5457,1,0.8981,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000124163.7,ENSMUSG00000027166.14,Dnajc24,1,1.1324,1,0.6270,1,1.0704,1,0.6633,0.999879524,0.9999,0.9999,0.9175,
ENSMUST00000124172.1,ENSMUSG00000047617.11,Paxx,1,1.4355,1,1.2166,1,1.1892,1,1.4685,0.999879524,0.839808837,0.9999,0.8394,
ENSMUST00000124173.7,ENSMUSG00000030059.15,Tmf1,1,1.0632,1,1.5444,1,1.4002,1,1.1726,0.999879524,0.523861082,0.9999,0.9771,
ENSMUST00000124177.1,ENSMUSG00000030720.16,Cln3,1,1.0696,1,1.2450,1,1.1481,1,1.1598,0.999879524,0.793718068,0.9999,0.9727,
ENSMUST00000124187.7,ENSMUSG00000027285.13,Haus2,1,1.4240,1,0.9906,1,1.0266,1,1.3739,0.999879524,0.994730343,0.9999,0.7564,
ENSMUST00000124200.7,ENSMUSG00000009995.17,Taz,1,1.3083,1,0.7164,1,1.6905,1,0.5544,0.999879524,0.472280664,0.7868,0.4109,
ENSMUST00000124204.1,ENSMUSG00000019143.15,Hars2,1,3.7497,1,0.7185,1,74.2514,1,0.0363,0.999879524,0.9999,0.1556,0.2583,
ENSMUST00000124205.1,ENSMUSG00000043740.15,B430306N03Rik,1,1.4946,1,1.8595,1,1.0012,1,2.7760,0.999879524,0.440454976,1.0000,0.4347,
ENSMUST00000124206.1,ENSMUSG00000028161.17,Ppp3ca,1,1.3422,1,0.8828,1,1.2319,1,0.9618,0.999879524,0.950754922,0.9999,0.9946,
ENSMUST00000124217.1,ENSMUSG00000029233.15,Srd5a3,1,3.7292,1,0.9129,1,1.0086,1,3.3753,0.625162803,0.9999,0.9999,0.3341,
ENSMUST00000124225.1,ENSMUSG00000039050.8,Osbpl2,1,1.3578,1,0.3961,1,0.2349,1,2.2897,0.999879524,0.9999,0.2675,0.6544,
ENSMUST00000124246.3,ENSMUSG00000086429.9,Gt(ROSA)26Sor,1,0.8444,1,0.7544,1,1.4816,1,0.4299,0.999879524,0.70908104,0.9999,0.2516,
ENSMUST00000124248.7,ENSMUSG00000019254.16,Ppp1r12c,1,1.2432,1,1.0456,1,1.0595,1,1.2270,0.999879524,0.975908652,0.9999,0.9478,
ENSMUST00000124250.2,ENSMUSG00000032449.13,Slc25a36,1,1.3148,1,1.2281,1,0.6798,1,2.3755,0.999879524,0.838691474,0.9999,0.2610,
ENSMUST00000124257.7,ENSMUSG00000021235.13,Coq6,1,1.4909,1,1.4849,1,0.8352,1,2.6506,0.999879524,0.9999,0.9999,0.8375,
ENSMUST00000124266.7,ENSMUSG00000019082.18,Slc25a22,1,1.0380,1,0.8416,1,0.4535,1,1.9261,0.999879524,0.969713521,0.9999,0.9483,
ENSMUST00000124268.7,ENSMUSG00000039087.17,Rreb1,1,0.6375,1,1.9653,1,0.9962,1,1.2577,0.999879524,0.9999,0.9999,0.9773,
ENSMUST00000124272.1,ENSMUSG00000029104.15,Htt,1,1.7725,1,0.6017,1,1.0374,1,1.0281,0.999879524,0.9999,0.9999,0.9962,
ENSMUST00000124280.7,ENSMUSG00000037447.16,Arid5a,1,2.3481,1,2.2187,1,0.9111,1,5.7184,0.999879524,0.9999,0.9999,0.1571,
ENSMUST00000124292.7,ENSMUSG00000019055.15,Plod1,1,1.0589,1,0.8782,1,1.1464,1,0.8112,0.999879524,0.916932695,0.9999,0.9601,
ENSMUST00000124298.1,ENSMUSG00000085227.1,6330418K02Rik,1,0.6996,1,0.8024,1,0.4789,1,1.1723,0.999879524,0.9999,0.9999,0.9930,
ENSMUST00000124303.8,ENSMUSG00000021905.14,Dph3,1,1.1659,1,1.2769,1,0.9331,1,1.5956,0.999879524,0.9999,0.9999,0.8539,
ENSMUST00000124307.1,ENSMUSG00000024457.16,Trim26,1,0.9544,1,1.0007,1,1.2297,1,0.7767,0.999879524,0.999740379,0.9999,0.8776,
ENSMUST00000124308.7,ENSMUSG00000036046.14,5031439G07Rik,1,0.5115,1,1.8972,1,0.5065,1,1.9160,0.999879524,0.700781079,0.9999,0.9051,
ENSMUST00000124311.1,ENSMUSG00000021252.11,Erg28,1,1.0600,1,1.4376,1,1.2468,1,1.2221,0.999879524,0.9999,0.9999,0.9730,
ENSMUST00000124314.2,ENSMUSG00000025499.18,Hras,1,1.0961,1,0.9523,1,1.4349,1,0.7275,0.999879524,0.9999,0.9999,0.9703,
ENSMUST00000124315.7,ENSMUSG00000089917.7,Uckl1,1,1.7421,1,0.9410,1,1.3921,1,1.1776,0.999879524,0.9999,0.9999,0.9828,
ENSMUST00000124327.1,ENSMUSG00000043962.16,Thrap3,1,1.4896,1,1.0372,1,0.7916,1,1.9518,0.999879524,0.9999,0.9999,0.7460,
ENSMUST00000124331.7,ENSMUSG00000051396.15,Gm45902,1,1.5498,1,1.0972,1,0.4680,1,3.6339,0.999879524,0.9999,0.9999,0.4397,
ENSMUST00000124332.7,ENSMUSG00000045917.17,Tmem268,1,4.2455,1,1.1489,1,0.6684,1,7.2976,0.999879524,0.9999,0.9999,0.2450,
ENSMUST00000124334.7,ENSMUSG00000024906.10,Mus81,1,0.9586,1,1.1237,1,1.5709,1,0.6857,0.999879524,0.852076789,0.6409,0.5716,
ENSMUST00000124340.7,ENSMUSG00000058454.15,Dhcr7,1,1.1537,1,0.9302,1,0.9070,1,1.1832,0.999879524,0.860967008,0.9999,0.8040,
ENSMUST00000124348.1,ENSMUSG00000028522.16,Mier1,1,0.6930,1,1.2353,1,0.9525,1,0.8987,0.999879524,0.852086077,0.9999,0.9874,
ENSMUST00000124349.7,ENSMUSG00000007610.15,Gtpbp3,1,0.4874,1,1.7575,1,2.3688,1,0.3616,0.999879524,0.731152415,0.9999,0.7292,
ENSMUST00000124352.1,ENSMUSG00000020380.16,Rad50,1,0.7266,1,1.7344,1,1.4517,1,0.8680,0.999879524,0.098958122,0.9999,0.9703,
ENSMUST00000124356.1,ENSMUSG00000018541.10,Cwc25,1,1.2101,1,1.0817,1,1.1701,1,1.1187,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000124360.7,ENSMUSG00000039115.13,Itga9,1,5.4108,1,0.5053,1,0.8874,1,3.0808,0.999879524,0.9999,0.9999,0.8893,
ENSMUST00000124367.1,ENSMUSG00000053580.16,Tanc2,1,0.7567,1,1.6613,1,2.6047,1,0.4826,0.999879524,0.114473038,0.0633,0.1867,
ENSMUST00000124384.7,ENSMUSG00000027884.16,Clcc1,1,1.3061,1,0.8836,1,1.2082,1,0.9552,0.999879524,0.861129283,0.9999,0.9916,
ENSMUST00000124385.1,ENSMUSG00000047126.17,Cltc,1,0.8400,1,0.9418,1,2.5410,1,0.3113,0.999879524,0.9999,0.9999,0.8608,
ENSMUST00000124387.1,ENSMUSG00000004500.9,Zfp324,1,1.7977,1,2.0734,1,2.5497,1,1.4618,0.999879524,0.61113393,0.9999,0.9675,
ENSMUST00000124408.1,ENSMUSG00000028207.18,Asph,1,0.6269,1,1.7784,1,1.0496,1,1.0621,0.999879524,0.191563174,0.9999,0.9919,
ENSMUST00000124409.1,ENSMUSG00000028961.15,Pgd,1,1.4132,1,1.0125,1,0.6702,1,2.1348,0.999879524,0.99582874,0.9999,0.4963,
ENSMUST00000124419.1,ENSMUSG00000038383.16,Pigu,1,1.3880,1,1.4485,1,2.3177,1,0.8675,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000124420.1,ENSMUSG00000025858.12,Get4,1,1.5691,1,0.9328,1,2.0375,1,0.7183,0.999879524,0.960277926,0.6849,0.8850,
ENSMUST00000124421.1,ENSMUSG00000039753.16,Fbxl5,1,0.9235,1,1.0294,1,0.6592,1,1.4421,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000124443.7,ENSMUSG00000038696.14,Mapkap1,1,1.4957,1,0.8500,1,0.9724,1,1.3075,0.999879524,0.914420235,0.9999,0.9546,
ENSMUST00000124448.1,ENSMUSG00000023206.16,Il15ra,1,0.9977,1,1.8946,1,1.2353,1,1.5302,0.999879524,0.025122271,0.9999,0.6791,
ENSMUST00000124453.2,ENSMUSG00000000916.15,Nsun5,1,0.9609,1,1.4502,1,1.2858,1,1.0838,0.999879524,0.9999,0.9999,0.9937,
ENSMUST00000124454.1,ENSMUSG00000005846.12,Rsl1d1,1,3.4036,1,0.9752,1,2.7839,1,1.1923,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000124462.2,ENSMUSG00000085887.2,Arhgap27os3,1,2.1352,1,1.0304,1,1.5984,1,1.3764,0.999879524,0.9999,0.9999,0.9683,
ENSMUST00000124467.7,ENSMUSG00000034269.12,Setd5,1,0.9503,1,0.4945,1,0.7430,1,0.6325,0.999879524,0.9999,0.9999,0.8753,
ENSMUST00000124468.7,ENSMUSG00000025137.15,Pcyt2,1,0.7372,1,2.7973,1,2.4432,1,0.8440,0.999879524,0.9999,0.9999,0.9875,
ENSMUST00000124471.1,ENSMUSG00000087352.1,Gm12999,1,0.4405,1,0.8936,1,0.9282,1,0.4241,0.999879524,0.9999,0.9999,0.5053,
ENSMUST00000124474.1,ENSMUSG00000029175.17,Slc35f6,1,0.4005,1,1.8577,1,0.8668,1,0.8584,0.999879524,0.9999,0.9999,0.9938,
ENSMUST00000124478.7,ENSMUSG00000024914.16,Drap1,1,0.7918,1,0.8818,1,1.0210,1,0.6838,0.999879524,0.9999,0.9999,0.9454,
ENSMUST00000124482.2,ENSMUSG00000030879.10,Mrpl17,1,0.7800,1,1.2274,1,1.2863,1,0.7443,0.999879524,0.528430679,0.9999,0.6556,
ENSMUST00000124483.1,ENSMUSG00000040451.18,Sgms1,1,1.0354,1,1.0902,1,0.7885,1,1.4315,0.999879524,0.958364597,0.9999,0.8850,
ENSMUST00000124485.7,ENSMUSG00000043243.15,Fam129c,1,1.5492,1,2.5437,1,1.2317,1,3.1995,0.999879524,0.9999,0.9999,0.8981,
ENSMUST00000124488.6,ENSMUSG00000026723.10,Trdmt1,1,1.2634,1,1.0977,1,1.2173,1,1.1393,0.999879524,0.949145187,0.9999,0.9801,
ENSMUST00000124495.2,ENSMUSG00000033671.18,Cep350,1,0.8084,1,1.2629,1,1.0897,1,0.9369,0.999879524,0.507922437,0.9999,0.9841,
ENSMUST00000124499.7,ENSMUSG00000021998.16,Lcp1,1,0.8977,1,0.9854,1,1.8952,1,0.4668,0.999879524,0.997046977,0.9999,0.8528,
ENSMUST00000124505.7,ENSMUSG00000020654.15,Adcy3,1,1.7704,1,1.3801,1,0.8192,1,2.9827,0.999879524,0.887367291,0.9999,0.6750,
ENSMUST00000124507.1,ENSMUSG00000026812.16,Tsc1,1,0.9817,1,1.1533,1,0.9856,1,1.1488,0.999879524,0.920355065,0.9999,0.9814,
ENSMUST00000124508.1,ENSMUSG00000001062.18,Vps9d1,1,1.5120,1,0.9759,1,1.2923,1,1.1418,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000124518.1,ENSMUSG00000027641.13,Rbl1,1,0.5617,1,1.2833,1,0.8106,1,0.8893,0.999879524,0.948638308,0.9999,0.9935,
ENSMUST00000124533.2,ENSMUSG00000030802.14,Bckdk,1,0.9291,1,0.9196,1,0.9460,1,0.9032,0.999879524,0.870912256,0.9999,0.9546,
ENSMUST00000124536.1,ENSMUSG00000013858.14,Tmem259,1,0.4359,1,1.3891,1,0.6349,1,0.9538,0.999879524,0.9999,0.9999,0.9957,
ENSMUST00000124542.1,ENSMUSG00000029802.13,Abcg2,1,0.6472,1,0.9480,1,0.8027,1,0.7643,0.999879524,0.9999,0.9999,0.9546,
ENSMUST00000124549.8,ENSMUSG00000021773.11,Comtd1,1,1.1101,1,1.0017,1,1.7080,1,0.6511,0.999879524,0.999704088,0.8523,0.7320,
ENSMUST00000124559.1,ENSMUSG00000068290.11,Ddrgk1,1,1.1123,1,1.2947,1,0.9694,1,1.4854,0.999879524,0.9999,0.9999,0.8850,
ENSMUST00000124563.7,ENSMUSG00000006024.13,Napa,1,1.4915,1,1.6891,1,3.4398,1,0.7324,0.999879524,0.9999,0.2947,0.9478,
ENSMUST00000124565.2,ENSMUSG00000086158.2,Ccpg1os,1,0.8262,1,1.2327,1,1.7540,1,0.5806,0.999879524,0.9999,0.9999,0.8232,
